src	dest
CCAR1	SNW1
ARHGAP40	RHOT2
ITGAV	SDC4
SPTB	COPB2
IGLV3-25	FCER1G
POLR2F	GTF3C2
V1-16	V1-20
MRPS7	MRPS6
IGLV3-25	PIK3R2
PCDHB1	PCDH15
MYL12B	TPM4
PRKAA1	CD36
CEP152	DYNC1H1
ESPL1	SEH1L
FGFR1	PLCB4
TPM1	LMOD1
PRPF4	FIP1L1
HLA-C	KLRC3
RIN3	RAB5A
SRP19	RPS17
FYN	VLDLR
ACTB	MYH4
SDC2	PSG1
GDNF	DOK4
MRPS28	MRRF
IGKV2D-28	CBLB
PSMD9	NFKBIE
SRC	NTN1
PPARGC1A	TCP1
YWHAE	CENPJ
ARHGEF19	RHOC
UBA52	USP5
C2CD3	CEP72
BORA	FGFR1OP
ARRB2	OR51A4
CHD1L	RFC1
EED	CTCF
GFM1	GADD45GIP1
RRAS2	RASA1
HSPB11	DYNLL2
YWHAH	TSC1
SPTA1	COPG2
SF3B4	POLR2B
PRPF38A	BCAS2
RPL13A	EIF4G1
PLCD4	INPP5A
U2AF1L4	HNRNPUL1
MKKS	BBS1
NFYA	HLA-DOA
NCBP1	CPSF3
TSG101	CHMP7
LRFN4	DLG4
SRPRB	SRP68
STAT4	PLCG1
IGLL1	IGHV1-46
NDUFAF7	NDUFAB1
CTR9	EAF2
C8A	VTN
GTF2H3	RFC5
BRE	RNF168
SPCS1	FAU
SUPT16H	GTF2F2
MED28	MED7
GATA2	NFIB
AHRR	CREBBP
CDH13	PCDHB14
SFI1	CEP152
IMP3	UTP20
EIF3F	RPS5
PSME1	PSMC6
GRK2	OR10G3
KIF22	BNIP1
USF2	DFFB
ERCC5	PCNA
WNT4	CSNK1A1
SPDL1	CDCA5
CAMK2A	ADCY8
MTMR2	TMEM55B
EPHA5	RHOA
POLR2D	RBFOX2
FGF22	PIK3CB
EP300	SMAD5
SNRPG	PRPF40A
LYN	CD79A
RFC3	POLD3
PRKACB	OR9G4
TACO1	COX8A
PSMD3	TNFSF11
UVSSA	RFC1
SYCP1	REC8
SUMO3	UBC
TRIM25	FADD
GNAQ	HRAS
CCP110	DYNLL1
HSP90AB1	AKT3
SEC13	CDCA5
EFNB1	KRAS
FBXO21	FBXO9
GPER	SRC
IFNA16	IL13RA1
SF3B6	LSM2
MRPS9	MRPL50
SH3KBP1	VLDLR
CENPP	NUP43
SF3B3	SNRPB
DGKB	PLCB4
ANAPC11	EHMT2
TOP2B	CHAF1A
CTNNB1	SMAD1
YWHAG	PEBP1
CRNKL1	U2SURP
PSMC6	PSMB6
IL15	IL15RA
POLR3K	BRF2
PSEN1	PRKACG
HNRNPR	POLR2I
IQGAP2	CALM1
RRAGA	RB1CC1
PIK3R3	EGFR
STAT3	BIRC3
PPP2R1A	CEP70
KAT2A	SMAD4
FLJ00371	HRAS
PRKACB	OR8B8
SMG7	RPL19
GPS1	COPS8
CYFIP2	V2-8
WNT4	FZD4
TRAF2	PIK3R5
RACGAP1	RILP
UPF2	SMG6
IGHA2	IGLV3-19
ZDHHC21	NOS3
PNRC2	RPS6
V1-9	V2-17
CCT3	BBS7
CLTB	DRD3
RB1	MAPK9
GTF3C2	TBP
GTF2H5	TCEB3
ODF2	TTBK2
SMAD4	TNNI3
COPG2	KIF2A
RPL28	EEF1A1
COL4A2	F12
CLSPN	RPA2
SGO2	AURKB
KCNAB1	KCNS1
KDR	PLCB4
TRRAP	MRGBP
CTNNAL1	CDH12
NUP160	NUP188
TFAP2A	CITED4
SF3B2	POLR2H
V2-15	V3-3
PLCD4	PIK4CA VARIANT PROTEIN
GAS6	AXL
CEP162	HAUS4
RCC2	B9D2
KDELR1	CENPE
JUND	CTCFL
FOS	SP2
CLTA	AP2A2
RBM8A	HNRNPR
RPL22	RPL29
EIF2S2	RPS7
ELP2	ELP5
CDC42	CLASP2
LSM8	NCBP1
MFN2	SQSTM1
TNR	PTK2
SHFM1	TRAF2
STAT4	STAT2
SEH1L	SGO1
TIMM23	GRPEL2
TEAD2	NCOA6
AP1M2	CLVS2
SYNJ2	BIN1
FLJ00318	NR3C1
DENND5B	RAB39A
PAK4	RAF1
PRCC	CRNKL1
GNAI3	PIK3CB
TGFBR1	GDF11
CDH13	CDH1
PSMD8	CUL2
MYL5	TLN1
LPAR3	WUGSC:H_GS165O14.2
SCO2	COX14
LSM2	CWC25
PKNOX1	PAGR1
YES1	FCGR2A
FRS3	FGF18
PRKACG	OR8S1
NLRP3	APP
COPB1	GORASP1
EIF2A	STAT1
KDM4B	PIAS4
WDR12	TEX10
GNA15	SAA1
CD79A	FCGR2B
PIK3C3	MAP1LC3B
GRB2	IGF1
CUL5	TCEB2
RPL28	RPS3A
SNRNP200	CPSF1
TCTN3	TUBB4A
IFT74	DYNLRB2
IGLV2-8	FCGR2A
PPP2R1A	ALMS1
FNBP1	STAM
ITGA11	CAV1
NUP58	KPNA5
IGLV3-1	RAC1
HELZ2	AHR
HSPA5	ERN1
PRPF40A	PRPF19
UBE2V2	RNF168
UGT1A9	ADH7
AMFR	PSMC1
PRPF19	SF3B2
PPP6R1	SEC24D
GTF2F1	ELAVL1
FGF3	GRB2
IGLV	V3-2
GRM2	GNB5
IL2RB	AKT1
KIF2A	CENPU
EIF4A3	POLR2L
V1-7	FCAMR
MAPK3	ETV6
CLTC	CBL
UPF3B	MAGOHB
CHEK2	KAT5
PSMB2	ANAPC16
MYO6	GRIA1
PAPOLA	USP39
CCAR1	SNRPF
SKIV2L2	PRPF6
COG8	GOLGA5
NDUFAF6	NDUFA9
ITPKB	PLCG1 VARIANT PROTEIN
ERCC6L	SEC13
CACNA1C	CALM1
FBXO15	FBXL20
TLN1	ITGB3
CXCL6	GNAI2
UBC	RPA1
DOK2	LCK
IGKV2D-30	ARPC1B
RPL12	RPS8
SRSF5	SNRPG
EIF4A3	SNRPB
SPTBN4	L1CAM
SFRP1	WNT16
PPIE	CWC27
MAPK8	IRS4
TNC	ITGA2B
YBX1	RBMX
PYGO2	APC
PSMD10	CDC26
SF3A1	DDX23
FGF19	FGF6
RASA1	LCK
CENPC	B9D2
SEC13	KNTC1
GH1	SOCS2
SNRPF	SRSF11
ARPC4	WIPF2
LIMS2	COL3A1
CTNNAL1	DCHS1
ABI2	ARPC4
LSM6	DDX46
ARHGAP23	RHOD
PSMB2	TP53
BAZ1B	POLR2K
UTP11	UTP4
CAMK2B	CACNG7
CHMP2B	CHMP4A
MIS12	CENPT
NEDD4L	FBXO4
V2-8	LAT2
NFYA	TP53
DGKE	PLCD1
COG8	GORASP1
PCDHB15	PCDHA9
VPS54	TMF1
SH2B1	GH1
PLK4	CEP152
RAB3IP	CKAP5
MAP3K2	MAP2K7
SYF2	RBMX
TAB3	TLR4
CPSF1	DHX38
PELP1	PIK3CA
NDUFB11	MT-ND2
KIF3B	DCTN4
SRSF10	FUS
PRKAA1	LAMTOR3
NPY4R	GNAI2
DCHS1	PCDHB14
COG7	ARL1
NEK2	BUB1B
IL5RA	KRAS
ESRP1	GTF2F1
TAF8	NCBP2
SMG9	RPS8
RPS21	EIF3F
NCOR1	MED12
NKX2-2	PDX1
PMF1	PDS5B
CENPP	PAFAH1B1
MMP2	DCN
PLCB3	FZD7
FCER1G	IGHV3-7
RAB5B	GGA3
UTP6	KRR1
MED6	MED16
IGLV1-51	PLCG2
MRPS27	MRPS33
NFKB2	NFKBIB
PSMD7	PSMB6
GSPT2	RPL10A
FGF18	PLCG1
PRKCB	MAPK13
EPAS1	VEGFD
REV1	USP10
IGLC7	MS4A2
SPRTN	RPA1
DYNC1LI2	HLA-DRB1
PIK3R3	PLCB3
CALM1	PPP3CB
RAC1	NCF2
POLR2J	UBA52
HDAC1	TFDP1
GABRA3	GABRQ
MRPS25	MRPS18C
ZRSR2	LSM2
ATP6V1D	LAMTOR3
SUMO2	SP3
IFNA4	IL20RA
COL8A1	ITGAX
NUP98	CENPQ
SDCCAG8	DYNC1H1
GNA13	RHOF
DCTN3	HAP1
HLA-H	VAMP8
PCNA	ZBTB32
HLA-E	KLRC1
HS6ST1	GPC6
SYNJ2	PIK3CG
LSM4	RBM5
NUP205	MAGOH
ITSN1	SNX9
OR2L3	GNG7
HSPD1	TLR4
IGLV2-8	C1R
PCDHB8	PCDH9
FANCG	HES1
C1R	V1-13
HNRNPF	SNRPF
IL2RG	MAPK11
CTNNA3	CDH4
NTRK1	EPN1
SEH1L	GEMIN5
GTF2F2	HNRNPD
HTR1D	GNAI3
RRAGD	AKT1S1
IRF7	ZBP1
RNF8	HERC2
CD3D	CD3E
HDAC6	HIST3H2A
CKAP5	STAG2
GNAI2	FLT1
IRAK2	TLR1
THBS3	PDGFB
TUBB6	PFDN5
YWHAG	RAF1
RACGAP1	HLA-DRB1
COL13A1	ITGA6
POLR2A	MLLT1
GTF2H2	GTF2E2
EPHB3	DNM1
MYRIP	VAMP2
EIF4G1	UBA52
PIK3C2G	PLCG1 VARIANT PROTEIN
NECTIN1	ACTBL2
TACR2	GNA15
UBB	RNF144B
AIMP2	EEF1E1
GNG2	SAA1
TRAPPC6B	GORASP1
RPS24	EIF3I
KITLG	PTPRO
LSM8	WDR33
MRRF	MRPL39
RPL37	RPL24
PDCD6IP	RPS27A
GCGR	GNAS
COPB1	DCTN4
HLA-DQB2	SEC23A
ZSCAN10	POLR2B
BRAF	PAQR3
MRPL15	MRPL42
ARRB1	OR51B6
ARRB2	OR1L4
HAUS8	NEK2
SRGAP1	RAC1
MRPL10	MRPL41
HJURP	CENPA
APH1A	LRP4
EXOSC4	TBL3
PRKACA	OR2B6
MRRF	MRPL55
MRPL2	MRPL45
HLA-DRB1	KIF3A
PSMF1	CFTR
CRK	IGHV3-13
RAB3A	UNC13B
ITGB3	PTPN1
PELP1	NR3C1
PIK3R2	V3-3
IRS2	SOS1
NUP210	GCKR
PPWD1	CWC15
PCF11	PRPF38A
ACTR3	CLTB
GNG8	ADRA1A
RAE1	AURKB
BMPR2	INHBC
DHX38	PPWD1
KIT	PIK3CG
ACAD9	NDUFS3
IGKV1D-12	IGLC2
TNRC6B	TNRC6C
CEP57	CEP72
ITGBL1	COL4A1
GNB3	GNAI1
UBC	DTX3L
MYL12B	TPM1
RPS5	EIF3B
PCDHB18P	PCDHA12
MIS18BP1	MIS18A
MRPL15	MRPL52
POLR2A	RNPC3
MRPS17	MRPS34
ARRB1	OR2V2
CDC27	PTTG2
HMMR	NDE1
NCOA1	SIN3B
FGF8	KDR
IGLV	JCHAIN
WBP4	PCBP2
RTP2	OR51A2
EGFR	ACTR2
B9D1	NPHP1
KDELR1	COPB1
GRK3	OR7D2
SF3A2	SF3B5
SHB	PTK2B
MRPS9	MRPS2
GRK2	OR1J1
MAGOHB	RPS28
KIF4B	STX18
PSMC3IP	RPA3
SEC61B	DDOST
POLR1E	HIST1H4A
CLTB	OPRK1
STK36	ARRB2
ROBO1	CAP2
HTR7	GNB5
V4-1	ARPC5
CCT4	TUBAL3
PPP1CB	CACNA2D2
CCNC	MED13L
CEP70	HAUS1
DDX23	ZMAT5
DNM2	SYT2
WDR5	JUN
TCEA1	POLR2H
CD40	MAPK9
CDK4	FAF1
FN1	COL15A1
COL12A1	ITGB1
FAIM2	FAS
TCF7L2	SMARCA4
CDC45	GINS1
CCNC	MED31
DDX39B	CPSF4
RBMX	SF3A3
SPTBN2	ACTR1B
DSG4	DSC1
MRPS17	MRPS30
GAPVD1	AP2A2
SRC	EGFR
B9D2	CEP63
IGHV1-46	WAS
TGFB1	PARD6A
PTTG1	UBA52
SNRPC	CCAR1
INTS9	ELL2
SPI1	ADCY7
CHMP4C	BECN1
BDP1	POLR3C
CHML	RAB10
DYNC1I2	HAUS5
EEF2	RPL18A
ITGA3	EGFR
PDGFD	FGFR1
GTF2F2	RBM8A
BRIP1	WRN
OR2A7	GNGT1
COL10A1	ITGAX
HNRNPC	SF3B6
ARPC1A	ARPC1B
MYL4	NEB
TRADD	MAP3K3
ARRB1	CXCL8
GSTA2	CYP1A1
PIK3R2	FGF18
HCLS1	DNM3
APC2	FBXW11
MRPL50	MRPL42
DYNC1H1	HAUS2
ELMO1	IGHV4-59
KRT83	KRT15
CC2D2A	AHI1
EIF3F	EIF3L
IGLV3-25	C4A
ETS1	CSNK2A2
KIF3A	PTCH1
IGHM	PLCG1
NFYA	TBL1XR1
SRP72	RPL3
FGFR1	AKT1
ZWILCH	CENPA
CSF3	IFNAR1
PCBP2	CWC27
KDR	EPS15
MYL9	PPP1R12B
COL2A1	ITGA1
RAP1A	CSK
ZFYVE16	SMAD9
SYNJ1	PIK3CD
WBP4	POLR2F
CD59	SEC24C
GRIK1	RHOG
ARFGAP3	HRAS
VPREB3	IGHM
NUDC	NUP43
TCTN2	TMEM67
AAAS	AGO2
CCNT1	NELFCD
NIPBL	STAG2
B9D2	CLASP1
CDC23	UBA52
PGR	PIK3CA VARIANT PROTEIN
FGB	F13A1
GTF2H5	ZNRD1
CDHR2	PCDHB18P
MAX	SFRP1
GNB1	MAPK1
HCK	IGKV1-17
HIST1H4A	PHC1
IGKV1-17	IGHV3-23
PRKACG	OR8B4
MAPK1	PLA2G4B
M6PR	AP2A1
CLTB	CHRM2
DYNC2H1	IFT80
CD3D	CLTA
U2AF1L4	SRSF6
PSMD14	BIRC3
CCND3	MED7
ZWILCH	STAG1
ARPC3	KIAA0319
CEP192	CEP41
REST	HIST1H1D
RPRD1A	INTS12
IGHV2-70	ACTR3
CDH17	PCDHB14
PDGFA	FLT1
MNAT1	MLLT1
DKFZP451O0517	TP73
STXBP1	NRXN2
CRNKL1	SNRPN
POLR1A	POLR1C
GRK2	GRM3
SSR2	RPL3
LCP2	SOS2
NDUFA1	TMEM126B
HHIP	IHH
MRPS34	MRPL10
FLNA	COL14A1
ATR	MCM3
BYSL	RPS20
TRA2B	HNRNPA1
HIST1H2BD	HDAC4
ACTN2	ITGA6
NDUFB10	NDUFAB1
HNRNPF	PLRG1
CDC5L	SRSF3
RAB1A	CNIH3
TADA2A	TADA3
MSH2	PCNA
PDIA3	CANX
NOB1	RIOK2
RPS11	RPP14
OR5L1	GNB1
STAG1	SYCE1
UGT1A6	HEL-S-117
MRPS11	MRPS7
DDX58	IKBKG
SIN3A	UBE2L3
HSP90AA1	BTC
POLR1D	GTF2H3
ARHGEF4	RHOT1
CTBP2	HOXD3
INTS8	NCBP1
SMAD3	USP15
EIF1AX	UBA52
SNRPF	SNRPN
CCP110	TUBB4A
POLR2E	CLP1
CWC25	PUF60
GABBR2	KCNJ2
IGKV3D-20	V2-8
GPSM1	TAS2R46
TAF8	INTS5
GNB3	LPAR5
V2-8	ACTR3
RPS27A	BTRC
JAK2	IL2RB
FBXL20	RBCK1
MRPL32	MRPL19
PRKAB2	RPTOR
TNR-CFTR	PRKAR1A
SDC1	LAMA5
DIAPH2	SPC25
HNRNPD	SNRNP40
MTA1	HIST1H4A
STX5	COPG1
TBX21	CD28
RNPS1	RPL9
JUN	IFNA4
RFC5	CHD1L
ITCH	UBC
IGHV4-34	VPREB3
CD274	PTPN6
PIK3R3	INPP4A
NUP98	NUP85
PSMB5	PSMC2
CTNNB1	CDH22
NTRK2	CTNNB1
LAMA4	ITGB3
MAGOHB	RPL35
ERCC4	RHNO1
SEC11A	RPS14
ACTB	DEK
CLTA	ARPC5
GNB1	TAS2R10
NRAS	PPP2CA
NCOA6	NFYB
RPTN	EVPL
TRIM21	HERC5
GTF2H1	CDC73
POLR2I	RPRD1B
PRPF6	CD2BP2
NDUFAB1	NDUFA10
RSF1	SMARCA5
NCOA6	POLR2E
POLR2A	GTF2H3
PIK3R3	MTMR3
SEC13	CLASP1
NUP107	CLIP1
RPTOR	DEPTOR
TCEB2	CTDP1
RAC1	MAP4K1
MRPL44	MRPL18
PRKACA	OR51E2
NDUFAF5	NDUFS4
LEO1	MLLT1
CPSF7	GTF2F2
FBXL19	RNF115
NDEL1	ZW10
NUP160	SRSF5
CPSF3	CWC15
SNRNP200	SRSF2
PPP1CC	MYL12B
SEC22B	RAB1B
SMAD3	FOSL1
CLSPN	TIMELESS
EIF2AK2	MAP2K7
TMED10	KIF11
CCNA2	ABL1
HIST2H3A	TWISTNB
CYP2E1	GSTA2
RAB27A	INS
SIKE1	TRIM25
TRAPPC3	LMAN1
IGHV3-48	V1-11
U2AF1L5	CCAR1
CSH2	IFNGR2
RPS9	SRP9
BCAN	VCAN
SRSF4	SNW1
PSMB9	PSMB11
GNB2	ADCY7
V3-3	LAT2
SMC3	CENPA
SLU7	AQR
H1F0	ASF1A
ERCC8	COPS7A
MRPS15	MRRF
PIK3R3	STM7
CSTF3	LSM7
MMP14	ACTG1
IGHV1-46	V3-3
PKMYT1	PLK1
GRIN2D	CALM1
HAUS3	CETN2
CLASP2	APITD1
FZD3	SCRIB
RASGRP4	NRAS
ADAM9	COL17A1
HOXB13	TCF4
GNG2	TAS2R3
IGHV2-5	V2-19
RELA	ACTB
EEF2	RPL18
IGHV4-34	V2-8
IGHV4-59	VAV3
CCL16	CCR1
SH3GL1	PDGFRA
IGLV6-57	IGHA1
CEP192	CC2D2A
SEH1L	SUMO3
NUP37	THOC3
SERPINA1	GORASP1
IGHV3-9	CD247
ERBB4	YAP1
PTK2B	ITGB1
SNRPD3	SNRPB
OR2AG1	GNGT1
MYO1C	NCKAP1
MPL	JAK1
PAFAH1B1	TUBGCP2
TAF1B	SF3B1
IL5	CSF2RA
PPY	GNAI2
CCL22	CCR9
CDC6	DBF4
S1PR3	GNA14
SH3KBP1	PDGFRA
ACTN2	ITGB8
CCNK	RPAP2
HNRNPA1	USP39
PRCC	PRPF19
SOS1	RHOU
GALNT13	MUC3B
RPS3	RPP25
GTF3C2	BRF1
PPP2R2A	RPS7
IGHV3-7	C1R
SNRPA1	U2AF1L5
POLR2C	SNAPC4
CETP	APOB
MCM5	ORC1
ACTR3	V5-1
ISG20L2	EXOSC5
KDELR2	GBF1
CSF1	KDR
SORT1	NDN
REL	ICAM1
MAGOH	YBX1
CD247	ACTG1
MRPS22	MRPL48
TRAT1	PIK3R2
CCND1	RPS27A
PXN	ITGAL
SIAH1	FBXL16
TBL3	DDX47
GNGT1	OR10K2
HNRNPA0	SART1
GNB1	PTGDR2
PCDHA8	CDH3
VAMP2	RIMS1
GRB10	GFRA4
PUF60	SF3B2
ISY1	U2SURP
RBBP6	FBXO41
LSM2	PRPF6
CTNNBL1	PCBP2
NRG3	JAK2
CEP164	CNTRL
STAT1	NF1
CDT1	UBC
EFTUD2	PABPN1
OR51M1	GNG13
IGHV3-9	GRB2
MTMR4	PIP4K2A
RAB6A	PAFAH1B1
ELAVL2	SF3B5
HIST1H2AA	HDAC1
SNRPD3	POLR2I
PSMB1	UCHL5
NDUFB8	NDUFB10
MAPK14	FOXO3
IGKV2-30	SH3KBP1
RTP1	OR5J2
MAGOH	SYMPK
NDC80	ITGB3BP
PSME4	TNFSF13B
NGFR	UBB
POLR2L	AGO2
MED24	CCNC
RFX5	ZNF587
HNRNPA3	HNRNPA0
GOLGA1	COG3
PIK3CD	IGLV3-27
PAFAH1B1	TCTN1
NFYB	ZNF675
PCDHA1	PCDHGA8
MRPS34	MRPL36
ZBTB33	MAPK14
EZH2	EED
PLCZ1	PI4KA
PRKAB1	PRKAA2
SEC11A	RPL8
GTF3C6	POLR2H
NDUFAF4	NDUFA2
DCTN1	KLC1
POLR2B	YBX1
CEBPB	MED21
BORA	CEP76
E2F6	MAPK1
KIF2C	DCTN5
WIPF2	IGHV4-39
MRPL37	MRRF
FUS	DDX42
KDELR2	ARF4
NCOA1	NCOA3
TPR	SRSF7
CTCF	FN1
SRP68	RPL11
PRKACB	OR51A7
CEBPB	CXCL2
POLR2D	PQBP1
PSENEN	TRAF6
CDK9	ELL3
RPLP1	RPL35
CRADD	CDK4
NDUFB9	ACAD9
SNRNP48	POLR2H
NCBP2	RPS29
POLR2F	POLR3K
ERBB3	EPS15
LAMB1	ITGA3
PCDHA7	CDH22
MYD88	NFKB2
ARNT	ALDOA
CHML	RAB35
BRAF	LAMTOR3
HAUS4	ALMS1
PRDM1	C4BPB
CHCHD1	MRPL33
DYNC1LI2	ACTR1A
RPSA	RPL23
DYNLL1	IFT122
PABPC1L	PAN3
CLTB	SSTR2
C1S	IGHV3-9
FGF18	FGF20
CENPJ	DCTN1
DDX39A	CSTF1
CXCL2	GNG2
IGLV2-8	FCAMR
PSMD14	RPS27A
SNRPD1	TXNL4A
RUVBL1	BRD8
ANAPC10	PTTG2
PSMD8	UBB
CDC5L	ISY1
ZNRF1	FBXO44
V1-5	DOCK1
TBCE	TUBB3
IGLV	IGKV1D-12
IGKV2D-28	GAB2
SF3B2	CSTF2
KDM1A	CTBP1
GNA15	P2RY1
TMED2	DYNLL1
LRP5L	GNG12
GNAO1	CXCR4
IFNK	IL6ST
FBXO15	FBXO30
WNK4	RPS27A
GNGT1	OR51F1
YES1	V2-19
B3GNT3	MUC5B
RPS9	FBL
HSPA8	NECAP1
TRIM21	HUWE1
ARRB1	OR6C70
CEP57	NEDD1
PIK3CD	IGHV3-33
NFE2L1	ABL1
SIKE1	TRAF2
USP22	TAF6L
PSMD6	APOBEC3G
ARPC1A	EPHB6
SST	GNB1
TBK1	TLR4
VPS37C	VPS25
EPO	IL9R
ADH6	UGT1A10
RINT1	KIFAP3
ORC6	RPA4
KIF3C	HLA-DPA1
PCDHAC2	PCDHGC5
GDI2	RAB38
ESR1	GNA11
DNAJC6	SYNJ1
U2AF1L4	SNRNP40
SRC	V1-7
IFNA21	IL12RB1
IGKV2-30	CD19
NDUFAF5	NDUFB8
PSMD9	TCEB1
TRAPPC6A	SEC13
SNRPC	HNRNPD
KDELR3	KIFAP3
MT-ND3	NDUFA13
SNRPD1	SNRNP25
DYNC1LI1	KLC1
EGFR	SNX9
PIGU	PIGT
B4GALT6	OGN
EIF4A1	EIF4E2
OR11H2	GNB1
NDUFB7	MT-ND1
FYN	KITLG
VEGFA	ROCK1
STAG1	B9D2
GNG12	PLCB3
C1QB	IGLV7-43
SRSF11	POLR2K
ERBB4	ERBB2
RXRG	MED13L
SNW1	SNRPE
NOTCH1	DLK1
RNPC3	POLR2G
TBP	SRF
ADRA2A	GNGT1
INS	NF1
EPPIN	LTF
FYN	STAT3
IGHV2-5	WASL
MED26	CHD9
KRT35	KRT83
CTCF	SNRNP200
HDAC1	HIST2H2AA3
VCL	TPM2
VTI1A	IGF2R
CENPH	SMARCA5
COG6	SPTBN5
SMNDC1	ELAVL1
FIP1L1	POLR2J
FIP1L1	SNRPN
IGKC	V3-3
ATRIP	CDK2
AVPR1B	GNAQ
ERCC6	CCNH
COL6A3	MICALL1
PSMC5	LIMD1
CREBBP	POLR2F
RPS17	RPL12
EIF4A1	RPL13A
ELAVL2	PCBP1
COG7	DYNLL1
DCTN4	SPTAN1
FBXW4	FBXL19
SRC	IGHV4-34
ATF1	UBE2I
COG1	DYNLL2
ERCC1	ATRIP
IFNA10	IL22RA1
IGHV4-34	WAS
POM121	INCENP
IL7	CNTFR
ITGB7	ITGA6
PSMD14	OAZ2
CDK2	CDK4
POLR2B	INTS6
TIMM17A	PAM16
PRPF6	SYF2
EPHA8	EPHB1
DBNL	NLGN4X
CDK9	INTS9
POMC	MC3R
GNAQ	CASR
CHMP3	GABARAPL2
MRPS17	DAP3
DOCK1	IGLC2
GLYCAM1	SELL
PIK3C3	GABARAPL2
CBL	AP2B1
MTIF3	PTCD3
RAD1	CDK4
SNRPB2	CSTF3
MEIS1	POLR2B
MYL4	MYBPC2
PRPF6	SRSF7
MRPS11	MRPL9
CASC3	RPS29
ARHGAP28	RHOB
HNRNPH2	PRPF38A
GNAI2	SCN1A
SHFM1	ITCH
CNR1	GNG12
HSPA9	GPR37L1
ORC6	ORC1L
ROCK1	EPHB1
BARD1	DNA2
CSNK1D	HSP90AA1
PSMC2	PSMD11
FCGR1A	ELMO1
EPO	IFNGR1
CDH16	PCDHAC2
TCRA	HLA-B
V2-17	C4B
PABPC1L	TOB1
TRAF2	TNFRSF13C
IGLV1-44	IGHV3-30
ZBP1	IKBKB
DAXX	CRADD
TRAPPC12	GDI2
PCDH15	PCDHGC5
HDAC1	FKBP3
TBC1D4	YWHAH
MAP4K3	MAP3K1
NCBP1	PDCD7
ERCC3	POLR2F
MIS12	CDC42
SNRPA1	DDX23
ELAVL2	SNRNP200
ACTN3	LIMS2
PACSIN2	SGIP1
DCTN4	COG7
NELFA	CDK12
PSMC5	PSMB6
SF3B2	CPSF3
PCDH11X	PCDH12
DNAJC6	CD3G
CENPO	CDC20
PCDHB16	PCDHB6
CENPH	CENPL
CHRM2	PRKCD
SRSF4	THOC2
TEX15	H2AFX
STAG2	ITGB3BP
PCF11	U2AF1L4
IL18	IL12A
NUP98	NDC80
ITGAL	COL5A1
AHI1	HAUS8
COPG2	DYNC1H1
OR6N2	GNG13
DLG4	NRXN1
FCGR2A	WASF2
PSMD11	RBX1
RPS2	RPL35
CALML3	PYGB
SRRT	POLR2I
TERF1	SMC1B
UPF2	RPL15
V5-1	IGHA2
SF3A3	SRRM1
LAMB1	SV2A
POLR2C	PPIH
IGHV7-81	WASF2
SKI	CREBBP
MDC1	KAT5
KRT4	KRT12
CENPA	PPP1CC
GPC1	ARHGAP39
SNRPF	PQBP1
LIN7C	NRXN1
JUNB	DPEP1
DDX39A	NCBP2
LAMTOR5	YWHAB
RANGRF	CAMK2A
TNFSF13B	BIRC3
CHSY3	VCAN
OR9Q1	GNB1
CDH1	PCDHB4
CACNA1A	ARHGAP5
RHOG	GDI1
POLR2C	GTF2H5
IWS1	MNAT1
IGLV1-40	FCGR3A
PTPN11	LEP
MED11	MED12
PRKACG	OR2S2
POLR3G	POLR1C
PPP2CB	IRAK4
PRPF19	BUD31
ATP6V1G1	LAMTOR1
CRTC1	ATF4
THBS3	PTK2
SFI1	BORA
CSF3R	TYK2
SNW1	CHAF1A
RBMX	HNRNPH1
PSME2	CDC6
COPE	KIF2B
PAPOLA	LSM6
PCDHGA8	PCDHB12
ERBB4	CSK
ARRB1	CSNK1A1
SRRT	ZC3H8
PCDHB2	PCDHB14
CRNKL1	ELAVL1
RPS20	EIF5B
OR1E1	GNG13
RPL28	PPP2R2A
COL9A1	ITGA1
PDK4	DLAT
USP7	UBC
TUBGCP5	CETN2
PACSIN2	CLTC
GNB4	ADCY3
IGHG1	V1-5
KDELR3	ARCN1
PIP5K1A	PIK3C2A
BMP6	ACVR1B
PSMC2	ANAPC4
ZIC3	POLR2A
HIST1H2AH	H2BFWT
MT-ND6	NDUFS8
LAS1L	BOP1
IGHV3-11	V1-13
TTC26	WDR60
POLR2D	IWS1
EPOR	KITLG
STAT3	PIM2
SPTBN5	GORASP1
PSMB10	FBXO5
MAPK11	RNF2
COL19A1	ITGA6
CWC15	SNRPE
NUP54	PHAX
RAG2	RAG1
SLIT1	ROBO2
RPS4X	RPS28
CDK2	RPS27A
UBC	HIST1H2BD
HSD11B1	UGT2A3
XRCC1	TCEA1
ANGPTL3	ANGPTL4
GPKOW	PRPF8
NDUFA5	NDUFA9
CENPH	STAG1
OXTR	GNAI1
ITGB2	ITGA2B
UGT2B7	ADH1A
INCENP	MAD1L1
RPS15A	EIF2S3
KIF2C	HLA-DRB5
POLR2F	PLRG1
MRPS36	MRPL22
DAP3	MRPL49
OR6C1	GNGT1
ATP5O	ATP5E
V5-1	PIK3CA
ITGA7	COL8A1
DYNC1I2	DYNLL2
ODF2	KIF24
FYN	PLCG1
IRAK1	ERC1
RPS11	RPS24
PSMD13	PRICKLE1
ARRB1	OR4F21
CEP76	CEP97
PTPN11	FGF18
ITGB1	CHRM1
HIF1A	TEK
MYH2	CDC42
HNRNPA3	CPSF3
BCR	RHOV
GGCX	F9
SRF	RUNX3
HIST2H2BE	HIST2H2AC
HNRNPR	SRSF2
KAT2A	MBIP
